type,published,title,link,cve,description,cvss_score,base_severity,cwe_id,cwe_desc,vendor,product,versions_affectees,epss,risk_score,risk_level
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-36006,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-36008,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-36131,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-36136,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-36185,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-36186,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-38079,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-38292,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-38351,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-38724,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-39718,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-39761,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-39825,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-39883,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-39955,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-41234,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-41235,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-4447,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-46653,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-47273,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-47287,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-47906,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-47907,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-47913,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-48734,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-50059,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-5187,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-53057,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-53066,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-5372,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-55182,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-55198,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-55199,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-58057,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-58187,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-58188,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-58754,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-5914,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-59250,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-59375,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-6020,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-61723,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-61725,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-61911,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-61912,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-6395,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-6442,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-6493,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-7962,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-8058,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits IBM (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1131/,CVE-2025-8941,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2020-7792,"This affects all versions of package mout. The deepFillIn function can be used to 'fill missing properties recursively', while the deepMixIn 'mixes objects into the target object, recursively mixing existing child objects as well'. In both cases, the key used to access the target object recursively is not checked, leading to a Prototype Pollution.",7.5,HIGH,Non disponible,Prototype Pollution,n/a,mout,0,0.00982,0.07365000000000001,FAIBLE
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2022-29526,"Go before 1.17.10 and 1.18.x before 1.18.2 has Incorrect Privilege Assignment. When called with a non-zero flags parameter, the Faccessat function could incorrectly report that a file is accessible.",,Non disponible,Non disponible,n/a,n/a,n/a,n/a,0.00182,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2023-45288,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2023-48795,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-12905,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-21538,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-25126,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-25621,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-26141,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-26146,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-3044,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-34155,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-34158,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-45336,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-45337,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2024-45341,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-0913,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-12194,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-12816,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-22866,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-22869,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-22870,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-22871,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-22872,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-22874,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-24294,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-25184,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-25186,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-27111,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-27219,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-27220,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-27221,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-31133,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-32441,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-3573,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-43857,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-46727,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-4673,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-4674,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-47906,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-47907,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-47910,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-47912,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-47914,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-48924,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-52565,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-52881,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-53057,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-53066,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-54388,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-55163,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-57352,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58056,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58181,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58183,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58185,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58186,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58187,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58188,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-58189,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-5889,,,,,,,,,,,Non disponible
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans les produits VMware (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1129/,CVE-2025-59419,,,,,,,,,,,Non disponible
